application_status_history_id,application_id,status,status_start_at,status_end_at,changed_by
387,112,Pending Payment,2022-12-22 13:44:06,,system
388,113,Submitted,2024-08-11 08:29:37,,system
389,114,Submitted,2025-09-07 12:48:03,2025-10-02 12:48:03,membership_officer
390,114,Under Review,2025-10-02 12:48:03,2025-10-13 12:48:03,system
391,114,Pending Payment,2025-10-13 12:48:03,,review_committee
392,115,Submitted,2025-09-07 14:13:38,2025-09-13 14:13:38,system
393,115,Under Review,2025-09-13 14:13:38,2025-10-04 14:13:38,system
394,115,Pending Payment,2025-10-04 14:13:38,2025-10-11 14:13:38,review_committee
395,115,Approved,2025-10-11 14:13:38,,system
396,116,Submitted,2023-11-21 09:56:44,2023-12-02 09:56:44,review_committee
397,116,Under Review,2023-12-02 09:56:44,2023-12-12 09:56:44,membership_officer
398,116,Pending Payment,2023-12-12 09:56:44,2024-01-10 09:56:44,review_committee
399,116,Approved,2024-01-10 09:56:44,,review_committee
400,117,Submitted,2023-12-13 20:44:01,2024-01-02 20:44:01,system
401,117,Under Review,2024-01-02 20:44:01,2024-01-10 20:44:01,membership_officer
402,117,Pending Payment,2024-01-10 20:44:01,2024-01-18 20:44:01,membership_officer
403,117,Approved,2024-01-18 20:44:01,,review_committee
404,118,Submitted,2025-05-18 17:34:15,2025-05-20 17:34:15,review_committee
405,118,Under Review,2025-05-20 17:34:15,2025-06-09 17:34:15,membership_officer
406,118,Pending Payment,2025-06-09 17:34:15,2025-06-23 17:34:15,membership_officer
407,118,Approved,2025-06-23 17:34:15,,review_committee
408,119,Submitted,2023-04-15 14:28:27,2023-04-17 14:28:27,system
409,119,Under Review,2023-04-17 14:28:27,2023-05-04 14:28:27,system
410,119,Pending Payment,2023-05-04 14:28:27,2023-05-09 14:28:27,system
411,119,Approved,2023-05-09 14:28:27,,review_committee
412,120,Submitted,2021-12-24 19:16:08,2022-01-19 19:16:08,system
413,120,Under Review,2022-01-19 19:16:08,2022-02-08 19:16:08,membership_officer
414,120,Pending Payment,2022-02-08 19:16:08,2022-02-13 19:16:08,membership_officer
415,120,Approved,2022-02-13 19:16:08,,review_committee
416,121,Submitted,2021-11-13 15:59:23,2021-12-09 15:59:23,system
417,121,Under Review,2021-12-09 15:59:23,,system
418,122,Submitted,2022-08-10 02:46:38,2022-09-01 02:46:38,membership_officer
419,122,Under Review,2022-09-01 02:46:38,2022-09-08 02:46:38,membership_officer
420,122,Pending Payment,2022-09-08 02:46:38,2022-09-27 02:46:38,membership_officer
421,122,Approved,2022-09-27 02:46:38,,membership_officer
422,123,Submitted,2024-05-14 01:13:44,2024-05-19 01:13:44,review_committee
423,123,Under Review,2024-05-19 01:13:44,2024-06-03 01:13:44,system
424,123,Rejected,2024-06-03 01:13:44,,system
425,124,Submitted,2025-03-01 07:57:13,2025-03-10 07:57:13,membership_officer
426,124,Under Review,2025-03-10 07:57:13,2025-04-07 07:57:13,system
427,124,Rejected,2025-04-07 07:57:13,,review_committee
428,125,Submitted,2023-11-15 07:18:19,2023-12-04 07:18:19,membership_officer
429,125,Under Review,2023-12-04 07:18:19,2023-12-07 07:18:19,review_committee
430,125,Pending Payment,2023-12-07 07:18:19,2024-01-03 07:18:19,review_committee
431,125,Approved,2024-01-03 07:18:19,,membership_officer
432,126,Submitted,2023-09-22 17:35:45,2023-10-08 17:35:45,system
433,126,Under Review,2023-10-08 17:35:45,2023-10-10 17:35:45,review_committee
434,126,Rejected,2023-10-10 17:35:45,,system
435,127,Submitted,2022-10-08 05:29:44,2022-11-07 05:29:44,system
436,127,Under Review,2022-11-07 05:29:44,2022-11-17 05:29:44,membership_officer
437,127,Pending Payment,2022-11-17 05:29:44,2022-11-20 05:29:44,system
438,127,Approved,2022-11-20 05:29:44,,review_committee
439,128,Submitted,2023-01-15 06:23:07,2023-02-04 06:23:07,review_committee
440,128,Under Review,2023-02-04 06:23:07,2023-02-15 06:23:07,system
441,128,Pending Payment,2023-02-15 06:23:07,2023-02-17 06:23:07,review_committee
442,128,Approved,2023-02-17 06:23:07,,membership_officer
443,129,Submitted,2025-09-09 21:36:03,2025-09-28 21:36:03,review_committee
444,129,Under Review,2025-09-28 21:36:03,2025-10-01 21:36:03,system
445,129,Pending Payment,2025-10-01 21:36:03,,membership_officer
446,130,Submitted,2022-06-09 18:18:23,2022-07-02 18:18:23,review_committee
447,130,Under Review,2022-07-02 18:18:23,2022-07-23 18:18:23,review_committee
448,130,Pending Payment,2022-07-23 18:18:23,2022-08-12 18:18:23,system
449,130,Approved,2022-08-12 18:18:23,,system
450,131,Submitted,2023-11-24 23:38:12,2023-12-03 23:38:12,membership_officer
451,131,Under Review,2023-12-03 23:38:12,2023-12-05 23:38:12,system
452,131,Pending Payment,2023-12-05 23:38:12,2024-01-04 23:38:12,membership_officer
453,131,Approved,2024-01-04 23:38:12,,membership_officer
454,132,Submitted,2025-12-15 12:55:48,2026-01-12 12:55:48,system
455,132,Under Review,2026-01-12 12:55:48,2026-01-17 12:55:48,review_committee
456,132,Pending Payment,2026-01-17 12:55:48,2026-01-27 12:55:48,review_committee
457,132,Approved,2026-01-27 12:55:48,,system
458,133,Submitted,2022-04-14 06:17:08,2022-05-13 06:17:08,membership_officer
459,133,Under Review,2022-05-13 06:17:08,2022-06-12 06:17:08,review_committee
460,133,Pending Payment,2022-06-12 06:17:08,2022-07-04 06:17:08,system
461,133,Approved,2022-07-04 06:17:08,,membership_officer
462,134,Submitted,2024-10-31 21:48:34,2024-11-16 21:48:34,system
463,134,Under Review,2024-11-16 21:48:34,2024-11-29 21:48:34,system
464,134,Pending Payment,2024-11-29 21:48:34,,review_committee
465,135,Submitted,2025-07-25 02:58:04,2025-08-06 02:58:04,review_committee
466,135,Under Review,2025-08-06 02:58:04,2025-08-14 02:58:04,system
467,135,Pending Payment,2025-08-14 02:58:04,2025-08-30 02:58:04,system
468,135,Approved,2025-08-30 02:58:04,,review_committee
469,136,Submitted,2025-05-03 00:06:44,2025-05-08 00:06:44,system
470,136,Under Review,2025-05-08 00:06:44,2025-06-05 00:06:44,system
471,136,Pending Payment,2025-06-05 00:06:44,2025-06-12 00:06:44,membership_officer
472,136,Approved,2025-06-12 00:06:44,,review_committee
473,137,Submitted,2024-03-25 07:44:35,2024-04-12 07:44:35,system
474,137,Under Review,2024-04-12 07:44:35,2024-05-06 07:44:35,system
475,137,Pending Payment,2024-05-06 07:44:35,2024-05-21 07:44:35,system
476,137,Approved,2024-05-21 07:44:35,,membership_officer
477,138,Submitted,2022-12-30 07:49:33,2023-01-11 07:49:33,review_committee
478,138,Under Review,2023-01-11 07:49:33,,membership_officer
479,139,Submitted,2024-10-14 07:15:16,2024-10-23 07:15:16,system
480,139,Withdrawn,2024-10-23 07:15:16,,review_committee
481,140,Submitted,2025-02-27 13:21:32,2025-03-29 13:21:32,system
482,140,Under Review,2025-03-29 13:21:32,2025-04-14 13:21:32,review_committee
483,140,Pending Payment,2025-04-14 13:21:32,2025-05-06 13:21:32,system
484,140,Approved,2025-05-06 13:21:32,,system
485,141,Submitted,2023-03-08 05:51:36,2023-03-23 05:51:36,review_committee
486,141,Under Review,2023-03-23 05:51:36,2023-04-08 05:51:36,system
487,141,Pending Payment,2023-04-08 05:51:36,2023-04-17 05:51:36,system
488,141,Approved,2023-04-17 05:51:36,,membership_officer
489,142,Submitted,2025-01-29 16:48:27,2025-01-31 16:48:27,membership_officer
490,142,Under Review,2025-01-31 16:48:27,2025-02-02 16:48:27,system
491,142,Pending Payment,2025-02-02 16:48:27,2025-03-04 16:48:27,membership_officer
492,142,Approved,2025-03-04 16:48:27,,membership_officer
493,143,Submitted,2022-04-10 01:02:38,2022-04-27 01:02:38,review_committee
494,143,Under Review,2022-04-27 01:02:38,2022-05-13 01:02:38,review_committee
495,143,Pending Payment,2022-05-13 01:02:38,2022-05-27 01:02:38,membership_officer
496,143,Approved,2022-05-27 01:02:38,,membership_officer
497,144,Submitted,2025-12-11 09:11:23,2025-12-14 09:11:23,membership_officer
498,144,Under Review,2025-12-14 09:11:23,2025-12-28 09:11:23,system
499,144,Pending Payment,2025-12-28 09:11:23,2025-12-31 09:11:23,system
500,144,Approved,2025-12-31 09:11:23,,membership_officer
501,145,Submitted,2022-09-29 23:17:05,2022-10-12 23:17:05,membership_officer
502,145,Under Review,2022-10-12 23:17:05,2022-11-08 23:17:05,system
503,145,Rejected,2022-11-08 23:17:05,,membership_officer
504,146,Submitted,2021-11-20 13:15:23,2021-12-15 13:15:23,review_committee
505,146,Under Review,2021-12-15 13:15:23,2021-12-18 13:15:23,review_committee
506,146,Pending Payment,2021-12-18 13:15:23,2021-12-25 13:15:23,membership_officer
507,146,Approved,2021-12-25 13:15:23,,system
508,147,Submitted,2024-12-29 11:20:15,2025-01-08 11:20:15,membership_officer
509,147,Under Review,2025-01-08 11:20:15,2025-02-03 11:20:15,membership_officer
510,147,Rejected,2025-02-03 11:20:15,,membership_officer
511,148,Submitted,2025-10-06 09:55:35,2025-10-17 09:55:35,system
512,148,Under Review,2025-10-17 09:55:35,2025-10-28 09:55:35,membership_officer
513,148,Pending Payment,2025-10-28 09:55:35,2025-11-23 09:55:35,system
514,148,Approved,2025-11-23 09:55:35,,membership_officer
515,149,Submitted,2024-10-28 03:24:06,2024-11-20 03:24:06,system
516,149,Under Review,2024-11-20 03:24:06,2024-12-05 03:24:06,membership_officer
517,149,Rejected,2024-12-05 03:24:06,,membership_officer
518,150,Submitted,2025-05-08 21:29:58,2025-06-05 21:29:58,membership_officer
519,150,Under Review,2025-06-05 21:29:58,2025-06-22 21:29:58,review_committee
520,150,Pending Payment,2025-06-22 21:29:58,2025-07-19 21:29:58,membership_officer
521,150,Approved,2025-07-19 21:29:58,,system
522,151,Submitted,2023-09-08 22:30:19,2023-09-18 22:30:19,system
523,151,Under Review,2023-09-18 22:30:19,,system
524,152,Submitted,2021-08-05 14:26:29,2021-08-06 14:26:29,review_committee
525,152,Withdrawn,2021-08-06 14:26:29,,system
526,153,Submitted,2025-08-15 11:02:17,2025-09-05 11:02:17,system
527,153,Under Review,2025-09-05 11:02:17,2025-09-09 11:02:17,membership_officer
528,153,Rejected,2025-09-09 11:02:17,,system
529,154,Submitted,2021-08-07 09:02:32,2021-08-09 09:02:32,system
530,154,Under Review,2021-08-09 09:02:32,2021-08-16 09:02:32,system
531,154,Pending Payment,2021-08-16 09:02:32,2021-08-19 09:02:32,system
532,154,Approved,2021-08-19 09:02:32,,system
533,155,Submitted,2025-07-29 01:04:36,2025-08-10 01:04:36,membership_officer
534,155,Under Review,2025-08-10 01:04:36,2025-08-18 01:04:36,membership_officer
535,155,Pending Payment,2025-08-18 01:04:36,2025-08-21 01:04:36,system
536,155,Approved,2025-08-21 01:04:36,,review_committee
537,156,Submitted,2025-06-04 01:53:34,2025-06-16 01:53:34,membership_officer
538,156,Under Review,2025-06-16 01:53:34,2025-06-19 01:53:34,membership_officer
539,156,Pending Payment,2025-06-19 01:53:34,2025-07-01 01:53:34,system
540,156,Approved,2025-07-01 01:53:34,,system
541,157,Submitted,2022-10-11 19:48:15,2022-10-28 19:48:15,system
542,157,Under Review,2022-10-28 19:48:15,2022-11-11 19:48:15,review_committee
543,157,Pending Payment,2022-11-11 19:48:15,2022-11-27 19:48:15,membership_officer
544,157,Approved,2022-11-27 19:48:15,,system
545,158,Submitted,2023-07-19 02:09:24,2023-08-04 02:09:24,review_committee
546,158,Under Review,2023-08-04 02:09:24,2023-08-10 02:09:24,system
547,158,Pending Payment,2023-08-10 02:09:24,2023-08-28 02:09:24,membership_officer
548,158,Approved,2023-08-28 02:09:24,,membership_officer
549,159,Submitted,2025-02-25 18:49:17,2025-03-26 18:49:17,review_committee
550,159,Under Review,2025-03-26 18:49:17,2025-04-05 18:49:17,review_committee
551,159,Pending Payment,2025-04-05 18:49:17,2025-05-05 18:49:17,membership_officer
552,159,Approved,2025-05-05 18:49:17,,system
553,160,Submitted,2025-08-19 02:57:03,2025-09-01 02:57:03,membership_officer
554,160,Under Review,2025-09-01 02:57:03,2025-09-17 02:57:03,system
555,160,Pending Payment,2025-09-17 02:57:03,2025-09-27 02:57:03,review_committee
556,160,Approved,2025-09-27 02:57:03,,system
557,161,Submitted,2022-01-08 14:04:11,2022-01-17 14:04:11,system
558,161,Under Review,2022-01-17 14:04:11,2022-02-13 14:04:11,membership_officer
559,161,Pending Payment,2022-02-13 14:04:11,2022-02-17 14:04:11,membership_officer
560,161,Approved,2022-02-17 14:04:11,,membership_officer
561,162,Submitted,2024-06-06 14:59:06,2024-06-14 14:59:06,system
562,162,Under Review,2024-06-14 14:59:06,2024-07-12 14:59:06,review_committee
563,162,Pending Payment,2024-07-12 14:59:06,2024-07-27 14:59:06,membership_officer
564,162,Approved,2024-07-27 14:59:06,,membership_officer
565,163,Submitted,2025-06-22 03:28:53,2025-07-08 03:28:53,review_committee
566,163,Under Review,2025-07-08 03:28:53,2025-07-22 03:28:53,review_committee
567,163,Pending Payment,2025-07-22 03:28:53,,system
568,164,Submitted,2024-05-13 23:27:32,2024-06-04 23:27:32,review_committee
569,164,Under Review,2024-06-04 23:27:32,2024-07-02 23:27:32,system
570,164,Pending Payment,2024-07-02 23:27:32,2024-07-20 23:27:32,system
571,164,Approved,2024-07-20 23:27:32,,review_committee
572,165,Submitted,2024-10-20 02:34:01,2024-11-09 02:34:01,review_committee
573,165,Under Review,2024-11-09 02:34:01,2024-11-20 02:34:01,membership_officer
574,165,Rejected,2024-11-20 02:34:01,,review_committee
575,166,Submitted,2022-03-20 01:18:43,2022-04-18 01:18:43,membership_officer
576,166,Under Review,2022-04-18 01:18:43,2022-05-01 01:18:43,membership_officer
577,166,Pending Payment,2022-05-01 01:18:43,2022-05-28 01:18:43,review_committee
578,166,Approved,2022-05-28 01:18:43,,membership_officer
579,167,Submitted,2025-09-01 10:24:26,2025-09-21 10:24:26,membership_officer
580,167,Under Review,2025-09-21 10:24:26,2025-10-04 10:24:26,review_committee
581,167,Rejected,2025-10-04 10:24:26,,review_committee
582,168,Submitted,2021-11-18 10:37:52,2021-12-02 10:37:52,membership_officer
583,168,Under Review,2021-12-02 10:37:52,2021-12-29 10:37:52,system
584,168,Rejected,2021-12-29 10:37:52,,system
585,169,Submitted,2022-01-09 01:37:44,2022-01-29 01:37:44,membership_officer
586,169,Under Review,2022-01-29 01:37:44,2022-02-12 01:37:44,membership_officer
587,169,Rejected,2022-02-12 01:37:44,,system
588,170,Submitted,2025-08-14 08:24:14,2025-09-10 08:24:14,review_committee
589,170,Under Review,2025-09-10 08:24:14,2025-09-13 08:24:14,review_committee
590,170,Pending Payment,2025-09-13 08:24:14,,membership_officer
591,171,Submitted,2022-10-07 23:03:18,2022-10-11 23:03:18,review_committee
592,171,Under Review,2022-10-11 23:03:18,2022-10-13 23:03:18,system
593,171,Rejected,2022-10-13 23:03:18,,review_committee
594,172,Submitted,2025-05-15 12:52:55,2025-06-04 12:52:55,membership_officer
595,172,Under Review,2025-06-04 12:52:55,2025-06-27 12:52:55,review_committee
596,172,Pending Payment,2025-06-27 12:52:55,2025-07-21 12:52:55,membership_officer
597,172,Approved,2025-07-21 12:52:55,,review_committee
598,173,Submitted,2025-10-18 09:50:08,2025-11-02 09:50:08,review_committee
599,173,Under Review,2025-11-02 09:50:08,2025-11-08 09:50:08,review_committee
600,173,Rejected,2025-11-08 09:50:08,,review_committee
601,174,Submitted,2023-12-19 20:38:50,2024-01-15 20:38:50,review_committee
602,174,Withdrawn,2024-01-15 20:38:50,,review_committee
603,175,Submitted,2024-04-29 20:31:25,2024-05-08 20:31:25,membership_officer
604,175,Under Review,2024-05-08 20:31:25,2024-05-16 20:31:25,system
605,175,Pending Payment,2024-05-16 20:31:25,2024-06-13 20:31:25,review_committee
606,175,Approved,2024-06-13 20:31:25,,membership_officer
607,176,Submitted,2021-07-15 17:35:02,2021-07-22 17:35:02,review_committee
608,176,Under Review,2021-07-22 17:35:02,2021-07-24 17:35:02,review_committee
609,176,Pending Payment,2021-07-24 17:35:02,2021-08-02 17:35:02,membership_officer
610,176,Approved,2021-08-02 17:35:02,,system
611,177,Submitted,2024-08-25 09:14:45,2024-09-02 09:14:45,system
612,177,Under Review,2024-09-02 09:14:45,2024-09-21 09:14:45,membership_officer
613,177,Pending Payment,2024-09-21 09:14:45,2024-10-15 09:14:45,membership_officer
614,177,Approved,2024-10-15 09:14:45,,membership_officer
615,178,Submitted,2023-06-04 04:51:44,2023-06-14 04:51:44,system
616,178,Under Review,2023-06-14 04:51:44,2023-06-17 04:51:44,review_committee
617,178,Pending Payment,2023-06-17 04:51:44,2023-06-24 04:51:44,system
618,178,Approved,2023-06-24 04:51:44,,review_committee
619,179,Submitted,2024-07-23 06:13:49,2024-08-14 06:13:49,membership_officer
620,179,Withdrawn,2024-08-14 06:13:49,,system
621,180,Submitted,2025-11-18 14:41:35,2025-11-28 14:41:35,membership_officer
622,180,Under Review,2025-11-28 14:41:35,2025-12-08 14:41:35,review_committee
623,180,Pending Payment,2025-12-08 14:41:35,2026-01-04 14:41:35,review_committee
624,180,Approved,2026-01-04 14:41:35,,review_committee
625,181,Submitted,2024-10-29 02:26:11,2024-11-14 02:26:11,membership_officer
626,181,Under Review,2024-11-14 02:26:11,2024-11-22 02:26:11,membership_officer
627,181,Pending Payment,2024-11-22 02:26:11,2024-12-04 02:26:11,system
628,181,Approved,2024-12-04 02:26:11,,membership_officer
629,182,Submitted,2025-11-26 03:51:43,,review_committee
630,183,Submitted,2024-05-29 12:36:41,2024-06-12 12:36:41,membership_officer
631,183,Withdrawn,2024-06-12 12:36:41,,membership_officer
632,184,Submitted,2023-03-24 14:14:46,2023-04-15 14:14:46,review_committee
633,184,Under Review,2023-04-15 14:14:46,,review_committee
634,185,Submitted,2021-10-18 03:04:28,2021-11-03 03:04:28,system
635,185,Under Review,2021-11-03 03:04:28,2021-11-14 03:04:28,membership_officer
636,185,Pending Payment,2021-11-14 03:04:28,2021-12-01 03:04:28,review_committee
637,185,Approved,2021-12-01 03:04:28,,system
638,186,Submitted,2023-04-20 07:34:45,2023-05-01 07:34:45,system
639,186,Under Review,2023-05-01 07:34:45,2023-05-30 07:34:45,system
640,186,Pending Payment,2023-05-30 07:34:45,2023-06-28 07:34:45,system
641,186,Approved,2023-06-28 07:34:45,,membership_officer
642,187,Submitted,2026-01-27 18:40:27,2026-02-07 18:40:27,review_committee
643,187,Under Review,2026-02-07 18:40:27,2026-02-10 18:40:27,review_committee
644,187,Pending Payment,2026-02-10 18:40:27,2026-03-12 18:40:27,membership_officer
645,187,Approved,2026-03-12 18:40:27,,review_committee
646,188,Submitted,2025-10-12 02:22:57,2025-10-29 02:22:57,membership_officer
647,188,Under Review,2025-10-29 02:22:57,2025-11-02 02:22:57,membership_officer
648,188,Pending Payment,2025-11-02 02:22:57,2025-11-23 02:22:57,system
649,188,Approved,2025-11-23 02:22:57,,system
650,189,Submitted,2022-07-17 20:23:54,2022-07-28 20:23:54,membership_officer
651,189,Withdrawn,2022-07-28 20:23:54,,membership_officer
652,190,Submitted,2026-04-17 12:21:51,2026-05-04 12:21:51,system
653,190,Under Review,2026-05-04 12:21:51,2026-05-18 12:21:51,review_committee
654,190,Pending Payment,2026-05-18 12:21:51,2026-06-16 12:21:51,review_committee
655,190,Approved,2026-06-16 12:21:51,,system
656,191,Submitted,2024-09-10 15:10:34,2024-09-14 15:10:34,system
657,191,Under Review,2024-09-14 15:10:34,2024-09-27 15:10:34,review_committee
658,191,Pending Payment,2024-09-27 15:10:34,2024-10-26 15:10:34,membership_officer
659,191,Approved,2024-10-26 15:10:34,,system
660,192,Submitted,2024-07-21 16:26:18,2024-07-26 16:26:18,membership_officer
661,192,Under Review,2024-07-26 16:26:18,2024-08-20 16:26:18,system
662,192,Pending Payment,2024-08-20 16:26:18,2024-09-04 16:26:18,review_committee
663,192,Approved,2024-09-04 16:26:18,,system
664,193,Submitted,2022-04-07 20:56:01,2022-04-27 20:56:01,review_committee
