member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
350,71,Active,2023-08-14 20:01:36,2024-02-01,system,Membership active before annual renewal
351,71,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
352,71,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
353,71,Cancelled,2025-08-01 00:00:00,,system,Current member status
354,72,Active,2025-10-11 14:13:38,2026-02-01,system,Membership active before annual renewal
355,72,Pending Renewal,2026-02-01 00:00:00,2026-02-18,finance_officer,Renewal payment received
356,72,Active,2026-02-18 00:00:00,,system,Current member status
357,73,Active,2024-01-10 09:56:44,2025-02-01,system,Membership active before annual renewal
358,73,Pending Renewal,2025-02-01 00:00:00,2025-07-03,system,Renewal payment received
359,73,Active,2025-07-03 00:00:00,2026-02-01,system,Membership active before annual renewal
360,73,Pending Renewal,2026-02-01 00:00:00,2026-05-01,system,Renewal payment received
361,73,Active,2026-05-01 00:00:00,,system,Current member status
362,74,Active,2024-01-18 20:44:01,2025-02-01,system,Membership active before annual renewal
363,74,Pending Renewal,2025-02-01 00:00:00,2025-07-08,finance_officer,Renewal payment received
364,74,Active,2025-07-08 00:00:00,2026-02-01,system,Membership active before annual renewal
365,74,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
366,75,Active,2025-06-23 17:34:15,2026-02-01,system,Membership active before annual renewal
367,75,Pending Renewal,2026-02-01 00:00:00,2026-02-17,system,Renewal payment received
368,75,Active,2026-02-17 00:00:00,,system,Current member status
369,76,Active,2023-05-09 14:28:27,2024-02-01,system,Membership active before annual renewal
370,76,Pending Renewal,2024-02-01 00:00:00,2024-06-01,system,Renewal payment received
371,76,Active,2024-06-01 00:00:00,2025-02-01,system,Membership active before annual renewal
372,76,Pending Renewal,2025-02-01 00:00:00,2025-03-13,system,Renewal payment received
373,76,Active,2025-03-13 00:00:00,2026-02-01,system,Membership active before annual renewal
374,76,Pending Renewal,2026-02-01 00:00:00,2026-03-29,finance_officer,Renewal payment received
375,76,Active,2026-03-29 00:00:00,,system,Current member status
376,77,Active,2022-02-13 19:16:08,2023-02-01,system,Membership active before annual renewal
377,77,Pending Renewal,2023-02-01 00:00:00,2023-06-03,membership_officer,Renewal payment received
378,77,Active,2023-06-03 00:00:00,2024-02-01,system,Membership active before annual renewal
379,77,Pending Renewal,2024-02-01 00:00:00,2024-06-11,finance_officer,Renewal payment received
380,77,Active,2024-06-11 00:00:00,2025-02-01,system,Membership active before annual renewal
381,77,Pending Renewal,2025-02-01 00:00:00,2025-05-21,system,Renewal payment received
382,77,Active,2025-05-21 00:00:00,2026-02-01,system,Membership active before annual renewal
383,77,Pending Renewal,2026-02-01 00:00:00,2026-02-14,membership_officer,Renewal payment received
384,77,Active,2026-02-14 00:00:00,,system,Current member status
385,78,Active,2022-09-27 02:46:38,2023-02-01,system,Membership active before annual renewal
386,78,Pending Renewal,2023-02-01 00:00:00,2023-03-23,finance_officer,Renewal payment received
387,78,Active,2023-03-23 00:00:00,2024-02-01,system,Membership active before annual renewal
388,78,Pending Renewal,2024-02-01 00:00:00,2024-04-03,finance_officer,Renewal payment received
389,78,Active,2024-04-03 00:00:00,2025-02-01,system,Membership active before annual renewal
390,78,Pending Renewal,2025-02-01 00:00:00,2025-07-21,finance_officer,Renewal payment received
391,78,Active,2025-07-21 00:00:00,2026-02-01,system,Membership active before annual renewal
392,78,Pending Renewal,2026-02-01 00:00:00,2026-04-09,membership_officer,Renewal payment received
393,78,Active,2026-04-09 00:00:00,,system,Current member status
394,79,Active,2024-01-03 07:18:19,2025-02-01,system,Membership active before annual renewal
395,79,Pending Renewal,2025-02-01 00:00:00,2025-07-02,system,Renewal payment received
396,79,Active,2025-07-02 00:00:00,2026-02-01,system,Membership active before annual renewal
397,79,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
398,80,Active,2022-11-20 05:29:44,2023-02-01,system,Membership active before annual renewal
399,80,Pending Renewal,2023-02-01 00:00:00,2023-02-20,system,Renewal payment received
400,80,Active,2023-02-20 00:00:00,2024-02-01,system,Membership active before annual renewal
401,80,Pending Renewal,2024-02-01 00:00:00,2024-05-09,finance_officer,Renewal payment received
402,80,Active,2024-05-09 00:00:00,2025-02-01,system,Membership active before annual renewal
403,80,Pending Renewal,2025-02-01 00:00:00,2025-04-03,membership_officer,Renewal payment received
404,80,Active,2025-04-03 00:00:00,2026-02-01,system,Membership active before annual renewal
405,80,Pending Renewal,2026-02-01 00:00:00,2026-04-06,finance_officer,Renewal payment received
406,80,Active,2026-04-06 00:00:00,,system,Current member status
407,81,Active,2023-02-17 06:23:07,2024-02-01,system,Membership active before annual renewal
408,81,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
409,81,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
410,81,Cancelled,2025-08-01 00:00:00,,system,Current member status
411,82,Active,2022-08-12 18:18:23,2023-02-01,system,Membership active before annual renewal
412,82,Pending Renewal,2023-02-01 00:00:00,2023-03-27,system,Renewal payment received
413,82,Active,2023-03-27 00:00:00,2024-02-01,system,Membership active before annual renewal
414,82,Pending Renewal,2024-02-01 00:00:00,2024-05-26,system,Renewal payment received
415,82,Active,2024-05-26 00:00:00,2025-02-01,system,Membership active before annual renewal
416,82,Pending Renewal,2025-02-01 00:00:00,2025-04-24,finance_officer,Renewal payment received
417,82,Active,2025-04-24 00:00:00,2026-02-01,system,Membership active before annual renewal
418,82,Pending Renewal,2026-02-01 00:00:00,2026-06-01,finance_officer,Renewal payment received
419,82,Active,2026-06-01 00:00:00,,system,Current member status
420,83,Active,2024-01-04 23:38:12,2025-02-01,system,Membership active before annual renewal
421,83,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
422,83,Inactive,2025-08-01 00:00:00,,system,Current member status
423,84,Active,2026-01-27 12:55:48,,system,Current member status
424,85,Active,2022-07-04 06:17:08,2023-02-01,system,Membership active before annual renewal
425,85,Pending Renewal,2023-02-01 00:00:00,2023-04-07,finance_officer,Renewal payment received
426,85,Active,2023-04-07 00:00:00,2024-02-01,system,Membership active before annual renewal
427,85,Pending Renewal,2024-02-01 00:00:00,2024-06-12,membership_officer,Renewal payment received
428,85,Active,2024-06-12 00:00:00,2025-02-01,system,Membership active before annual renewal
429,85,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
430,85,Inactive,2025-08-01 00:00:00,,system,Current member status
431,86,Active,2025-08-30 02:58:04,2026-02-01,system,Membership active before annual renewal
432,86,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
433,87,Active,2025-06-12 00:06:44,2026-02-01,system,Membership active before annual renewal
434,87,Pending Renewal,2026-02-01 00:00:00,2026-04-12,membership_officer,Renewal payment received
435,87,Active,2026-04-12 00:00:00,,system,Current member status
436,88,Active,2024-05-21 07:44:35,2025-02-01,system,Membership active before annual renewal
437,88,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
438,88,Inactive,2025-08-01 00:00:00,,system,Current member status
439,89,Active,2025-05-06 13:21:32,2026-02-01,system,Membership active before annual renewal
440,89,Pending Renewal,2026-02-01 00:00:00,2026-04-30,finance_officer,Renewal payment received
441,89,Active,2026-04-30 00:00:00,,system,Current member status
442,90,Active,2023-04-17 05:51:36,2024-02-01,system,Membership active before annual renewal
443,90,Pending Renewal,2024-02-01 00:00:00,2024-06-08,membership_officer,Renewal payment received
444,90,Active,2024-06-08 00:00:00,2025-02-01,system,Membership active before annual renewal
445,90,Pending Renewal,2025-02-01 00:00:00,2025-02-07,membership_officer,Renewal payment received
446,90,Active,2025-02-07 00:00:00,2026-02-01,system,Membership active before annual renewal
447,90,Pending Renewal,2026-02-01 00:00:00,2026-05-24,finance_officer,Renewal payment received
448,90,Active,2026-05-24 00:00:00,,system,Current member status
449,91,Active,2025-03-04 16:48:27,2026-02-01,system,Membership active before annual renewal
450,91,Pending Renewal,2026-02-01 00:00:00,2026-05-03,membership_officer,Renewal payment received
451,91,Active,2026-05-03 00:00:00,,system,Current member status
452,92,Active,2022-05-27 01:02:38,2023-02-01,system,Membership active before annual renewal
453,92,Pending Renewal,2023-02-01 00:00:00,2023-06-27,finance_officer,Renewal payment received
454,92,Active,2023-06-27 00:00:00,2024-02-01,system,Membership active before annual renewal
455,92,Pending Renewal,2024-02-01 00:00:00,2024-07-14,system,Renewal payment received
456,92,Active,2024-07-14 00:00:00,2025-02-01,system,Membership active before annual renewal
457,92,Pending Renewal,2025-02-01 00:00:00,2025-06-17,system,Renewal payment received
458,92,Active,2025-06-17 00:00:00,2026-02-01,system,Membership active before annual renewal
459,92,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
460,93,Active,2025-12-31 09:11:23,2026-02-01,system,Membership active before annual renewal
461,93,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
462,94,Active,2021-12-25 13:15:23,2022-02-01,system,Membership active before annual renewal
463,94,Pending Renewal,2022-02-01 00:00:00,2022-03-10,system,Renewal payment received
464,94,Active,2022-03-10 00:00:00,2023-02-01,system,Membership active before annual renewal
465,94,Pending Renewal,2023-02-01 00:00:00,2023-05-03,finance_officer,Renewal payment received
466,94,Active,2023-05-03 00:00:00,2024-02-01,system,Membership active before annual renewal
467,94,Pending Renewal,2024-02-01 00:00:00,2024-07-21,system,Renewal payment received
468,94,Active,2024-07-21 00:00:00,2025-02-01,system,Membership active before annual renewal
469,94,Pending Renewal,2025-02-01 00:00:00,2025-03-06,membership_officer,Renewal payment received
470,94,Active,2025-03-06 00:00:00,2026-02-01,system,Membership active before annual renewal
471,94,Pending Renewal,2026-02-01 00:00:00,2026-02-11,finance_officer,Renewal payment received
472,94,Active,2026-02-11 00:00:00,,system,Current member status
473,95,Active,2025-11-23 09:55:35,2026-02-01,system,Membership active before annual renewal
474,95,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
475,96,Active,2025-07-19 21:29:58,2026-02-01,system,Membership active before annual renewal
476,96,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
477,97,Active,2021-08-19 09:02:32,2022-02-01,system,Membership active before annual renewal
478,97,Pending Renewal,2022-02-01 00:00:00,2022-08-01,system,Renewal overdue for more than 6 months
479,97,Inactive,2022-08-01 00:00:00,2023-08-01,system,Inactive for more than 1 year
480,97,Cancelled,2023-08-01 00:00:00,,system,Current member status
481,98,Active,2025-08-21 01:04:36,2026-02-01,system,Membership active before annual renewal
482,98,Pending Renewal,2026-02-01 00:00:00,2026-05-29,finance_officer,Renewal payment received
483,98,Active,2026-05-29 00:00:00,,system,Current member status
484,99,Active,2025-07-01 01:53:34,2026-02-01,system,Membership active before annual renewal
485,99,Pending Renewal,2026-02-01 00:00:00,2026-05-02,membership_officer,Renewal payment received
486,99,Active,2026-05-02 00:00:00,,system,Current member status
487,100,Active,2022-11-27 19:48:15,2023-02-01,system,Membership active before annual renewal
488,100,Pending Renewal,2023-02-01 00:00:00,2023-04-24,finance_officer,Renewal payment received
489,100,Active,2023-04-24 00:00:00,2024-02-01,system,Membership active before annual renewal
490,100,Pending Renewal,2024-02-01 00:00:00,2024-03-17,membership_officer,Renewal payment received
491,100,Active,2024-03-17 00:00:00,2025-02-01,system,Membership active before annual renewal
492,100,Pending Renewal,2025-02-01 00:00:00,2025-06-16,system,Renewal payment received
493,100,Active,2025-06-16 00:00:00,2026-02-01,system,Membership active before annual renewal
494,100,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
495,101,Active,2023-08-28 02:09:24,2024-02-01,system,Membership active before annual renewal
496,101,Pending Renewal,2024-02-01 00:00:00,2024-06-04,finance_officer,Renewal payment received
497,101,Active,2024-06-04 00:00:00,2025-02-01,system,Membership active before annual renewal
498,101,Pending Renewal,2025-02-01 00:00:00,2025-04-12,finance_officer,Renewal payment received
499,101,Active,2025-04-12 00:00:00,2026-02-01,system,Membership active before annual renewal
500,101,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
501,102,Active,2025-05-05 18:49:17,2026-02-01,system,Membership active before annual renewal
502,102,Pending Renewal,2026-02-01 00:00:00,2026-05-22,membership_officer,Renewal payment received
503,102,Active,2026-05-22 00:00:00,,system,Current member status
504,103,Active,2025-09-27 02:57:03,2026-02-01,system,Membership active before annual renewal
505,103,Pending Renewal,2026-02-01 00:00:00,2026-03-23,system,Renewal payment received
506,103,Active,2026-03-23 00:00:00,,system,Current member status
507,104,Active,2022-02-17 14:04:11,2023-02-01,system,Membership active before annual renewal
508,104,Pending Renewal,2023-02-01 00:00:00,2023-07-21,finance_officer,Renewal payment received
509,104,Active,2023-07-21 00:00:00,2024-02-01,system,Membership active before annual renewal
510,104,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
511,104,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
512,104,Cancelled,2025-08-01 00:00:00,,system,Current member status
513,105,Active,2024-07-27 14:59:06,2025-02-01,system,Membership active before annual renewal
514,105,Pending Renewal,2025-02-01 00:00:00,2025-06-09,system,Renewal payment received
515,105,Active,2025-06-09 00:00:00,2026-02-01,system,Membership active before annual renewal
516,105,Pending Renewal,2026-02-01 00:00:00,2026-05-10,membership_officer,Renewal payment received
